músculo | мышца | Me duele el músculo después del entrenamiento. (У меня болит мышца после тренировки.)
hacer la compra | ходить за покупками | Hace la compra los sábados en el mercado. (Он ходит за покупками по субботам на рынок.)
pasar el aspirador | пылесосить | Pasa el aspirador una vez a la semana. (Она пылесосит раз в неделю.)
sacar la basura | выносить мусор | Saca la basura cada noche antes de acostarse. (Он выносит мусор каждый вечер перед сном.)
planchar | гладить (одежду) | Odia planchar y lo deja siempre para el último momento. (Она ненавидит гладить и всегда откладывает это на последний момент.)
tender la ropa | вешать бельё для сушки | Tendió la ropa en la terraza para que se secara al sol. (Она развесила бельё на террасе, чтобы оно сохло на солнце.)
escoba | метла / веник | Usó la escoba para barrer las hojas del jardín. (Он использовал метлу, чтобы подмести листья в саду.)
recogedor | совок | Recogió la suciedad con el recogedor y la tiró. (Она собрала мусор совком и выбросила его.)
fregona | швабра | Pasó la fregona por todo el pasillo. (Он прошёлся шваброй по всему коридору.)
trapo | тряпка | Limpió el polvo de los muebles con un trapo húmedo. (Она вытерла пыль с мебели влажной тряпкой.)
detergente | моющее средство / стиральный порошок | Compró un detergente ecológico para la lavadora. (Она купила экологичное моющее средство для стиральной машины.)
suavizante | кондиционер для белья | Añadió suavizante al programa de lavado. (Он добавил кондиционер для белья в программу стирки.)
quitar el polvo | вытирать пыль | Quita el polvo de las estanterías cada semana. (Она вытирает пыль с полок каждую неделю.)
arreglar la casa | убираться в доме | Arregló la casa antes de que llegaran los invitados. (Он убрался в доме до прихода гостей.)
tener la casa limpia | держать дом в чистоте | Siempre tiene la casa limpia y ordenada. (У неё всегда чисто и аккуратно в доме.)
decoración | декор / оформление | La decoración del salón es de estilo escandinavo. (Декор гостиной выполнен в скандинавском стиле.)
ambiente cálido | тёплая атмосфера | Crearon un ambiente cálido con velas y luz tenue. (Они создали тёплую атмосферу с помощью свечей и мягкого света.)
iluminación tenue | мягкое освещение | La iluminación tenue hace que el salón sea muy acogedor. (Мягкое освещение делает гостиную очень уютной.)
iluminación directa | прямое освещение | La cocina tiene iluminación directa sobre la encimera. (На кухне прямое освещение над столешницей.)
amueblar una habitación | обставить комнату | Amueblaron la habitación del bebé con muebles de madera. (Они обставили детскую комнату деревянной мебелью.)
recuerdo | сувенир / памятная вещь | Tiene recuerdos de sus viajes por toda la casa. (По всему дому у неё расставлены сувениры из путешествий.)
adorno | украшение / декоративный предмет | Puso adornos navideños en todas las habitaciones. (Она расставила рождественские украшения во всех комнатах.)
alfombra | ковёр | Compró una alfombra de lana para el salón. (Она купила шерстяной ковёр для гостиной.)
cortina | штора | Puso cortinas oscuras en el dormitorio para dormir mejor. (Он повесил тёмные шторы в спальне, чтобы лучше спать.)
florero | ваза | Puso un ramo de flores frescas en el florero. (Она поставила букет свежих цветов в вазу.)
espejo | зеркало | Colgó un espejo grande en el recibidor. (Он повесил большое зеркало в прихожей.)
cómoda | комод | Guarda la ropa interior y los calcetines en la cómoda. (Она хранит нижнее бельё и носки в комоде.)
mesilla de noche | прикроватная тумбочка | Dejó el libro y el vaso de agua en la mesilla de noche. (Он оставил книгу и стакан воды на прикроватной тумбочке.)
frigorífico | холодильник | El frigorífico estaba vacío, había que ir a hacer la compra. (Холодильник был пустой, нужно было идти за покупками.)
congelador | морозильник | Tiene el congelador lleno de comida para emergencias. (У неё морозильник полон еды на случай непредвиденных ситуаций.)
horno | духовка | Precalentó el horno a 180 grados antes de meter la tarta. (Он разогрел духовку до 180 градусов перед тем, как поставить торт.)
cafetera | кофемашина | La cafetera hace el café en menos de un minuto. (Кофемашина готовит кофе менее чем за минуту.)
equipo de música | музыкальный центр | Puso el equipo de música mientras cocinaba. (Она включила музыкальный центр, пока готовила.)
estar roto | быть сломанным | La lavadora está rota y no centrifuga bien. (Стиральная машина сломана и плохо отжимает.)
estar estropeado | быть испорченным / неисправным | El microondas está estropeado desde la semana pasada. (Микроволновка неисправна с прошлой недели.)
encender un electrodoméstico | включить бытовой прибор | Encendió el lavavajillas antes de irse a dormir. (Она включила посудомойку перед тем, как лечь спать.)
apagar un electrodoméstico | выключить бытовой прибор | Apagó todos los electrodomésticos antes de salir de viaje. (Он выключил все бытовые приборы перед отъездом.)
programar un electrodoméstico | запрограммировать бытовой прибор | Programó la lavadora para que terminara por la mañana. (Она запрограммировала стиральную машину, чтобы та закончила к утру.)
desenchufar un electrodoméstico | отключить бытовой прибор от розетки | Desenchufó el horno al terminar de usarlo. (Он отключил духовку от розетки после использования.)
freidora | фритюрница | Usó la freidora de aire para hacer patatas sin aceite. (Она использовала аэрофритюрницу для приготовления картошки без масла.)
robot de cocina | кухонный комбайн | El robot de cocina pica, mezcla y amasa automáticamente. (Кухонный комбайн рубит, смешивает и замешивает автоматически.)
exprimidor | соковыжималка | Exprimió cuatro naranjas con el exprimidor para el desayuno. (Он выжал четыре апельсина соковыжималкой к завтраку.)
batidora | блендер / миксер | Batió las verduras con la batidora para hacer una crema. (Она измельчила овощи блендером, чтобы приготовить крем-суп.)
timbre | звонок (дверной) | Sonó el timbre y fue a abrir la puerta. (Прозвенел дверной звонок, и она пошла открывать.)
bombilla | лампочка | La bombilla del pasillo se fundió y tuvo que cambiarla. (Лампочка в коридоре перегорела, и ему пришлось её заменить.)
linterna | фонарик | Buscó la linterna cuando se fue la luz. (Она нашла фонарик, когда отключилось электричество.)
enchufe | розетка | El enchufe del baño no funcionaba y llamaron a un electricista. (Розетка в ванной не работала, и они вызвали электрика.)
interruptor | выключатель | Apagó la luz dando al interruptor al salir. (Он выключил свет, нажав на выключатель при выходе.)
estropearse un electrodoméstico | сломаться (о бытовом приборе) | Se estropeó el frigorífico y perdieron toda la comida. (Холодильник сломался, и они потеряли всю еду.)
averiarse un electrodoméstico | выйти из строя (о бытовом приборе) | Se averió la caldera justo en pleno invierno. (Котёл вышел из строя как раз в разгар зимы.)
cartero | почтальон | El cartero dejó el paquete en la puerta. (Почтальон оставил посылку у двери.)
mensajero | курьер | El mensajero entregó el pedido en menos de dos horas. (Курьер доставил заказ менее чем за два часа.)
empleado de correos | работник почты | El empleado de correos le explicó cómo certificar el paquete. (Работник почты объяснил ей, как отправить посылку заказным.)
repartidor | доставщик | El repartidor intentó entregar el paquete dos veces sin éxito. (Доставщик дважды пытался вручить посылку безуспешно.)
envío | отправление / доставка | El envío tardó tres días en llegar. (Доставка заняла три дня.)
gastos de envío | стоимость доставки | Los gastos de envío son gratuitos si el pedido supera cincuenta euros. (Доставка бесплатна, если заказ превышает пятьдесят евро.)
empresa de mensajería | курьерская служба | Contrató una empresa de mensajería para enviar los documentos urgentes. (Она наняла курьерскую службу для срочной отправки документов.)
correo ordinario | обычная почта | Lo envió por correo ordinario y tardó una semana. (Он отправил это обычной почтой, и посылка шла неделю.)
correo aéreo | авиапочта | Envió el paquete por correo aéreo para que llegara antes. (Она отправила посылку авиапочтой, чтобы она пришла быстрее.)
carta certificada | заказное письмо | Envió los documentos por carta certificada para tener constancia. (Он отправил документы заказным письмом, чтобы иметь подтверждение.)
carta urgente | срочное письмо | Mandó una carta urgente con los contratos firmados. (Она отправила срочное письмо с подписанными договорами.)
giro postal | почтовый перевод | Hizo un giro postal para enviar dinero a su familia. (Он сделал почтовый перевод, чтобы отправить деньги семье.)
paquete postal | почтовая посылка | El paquete postal llegó aplastado y tuvieron que reclamarlo. (Почтовая посылка пришла помятой, и им пришлось подать претензию.)
enviar contra reembolso | отправить наложенным платежом | Envió el pedido contra reembolso, así el cliente paga al recibirlo. (Он отправил заказ наложенным платежом — клиент платит при получении.)
enviar con acuse de recibo | отправить с уведомлением о вручении | Envió la carta con acuse de recibo para confirmar que llegó. (Она отправила письмо с уведомлением о вручении, чтобы подтвердить получение.)
cuenta corriente | текущий счёт | Domicilió todos los recibos en su cuenta corriente. (Он перевёл все платежи на свой текущий счёт.)
cheque de viaje | дорожный чек | Llevó cheques de viaje en lugar de efectivo para mayor seguridad. (Она взяла дорожные чеки вместо наличных для большей безопасности.)
sacar dinero de la cuenta | снять деньги со счёта | Sacó dinero de la cuenta para pagar al fontanero. (Он снял деньги со счёта, чтобы заплатить сантехнику.)
ingresar dinero | внести деньги на счёт | Ingresó el sueldo en la cuenta nada más recibirlo. (Она внесла зарплату на счёт сразу после получения.)
abrir una cuenta | открыть счёт | Abrió una cuenta en el banco para domiciliar la nómina. (Он открыл счёт в банке для перечисления зарплаты.)
cerrar una cuenta | закрыть счёт | Cerró la cuenta al cambiarse de banco. (Она закрыла счёт при смене банка.)
caja fuerte | сейф | Guardó los documentos más importantes en la caja fuerte. (Он хранил самые важные документы в сейфе.)
ahorro | сбережения | Destinó parte de su sueldo al ahorro cada mes. (Она откладывала часть зарплаты в сбережения каждый месяц.)
hipoteca | ипотека | Pidió una hipoteca al banco para comprar el piso. (Он взял ипотеку в банке для покупки квартиры.)
crédito | кредит | Solicitó un crédito para reformar la casa. (Она взяла кредит на ремонт дома.)
préstamo | заём / ссуда | El banco le concedió un préstamo personal a bajo interés. (Банк предоставил ему личный заём под низкий процент.)
talonario de cheques | чековая книжка | Usaba talonario de cheques antes de que existiera la banca online. (Она пользовалась чековой книжкой до появления интернет-банкинга.)
accionista | акционер | Es accionista de varias empresas del Ibex 35. (Он акционер нескольких компаний из Ibex 35.)
inversor | инвестор | El inversor apostó por startups tecnológicas. (Инвестор делал ставку на технологические стартапы.)
ahorrar dinero | откладывать деньги | Ahorra dinero cada mes para comprarse un coche. (Он откладывает деньги каждый месяц, чтобы купить машину.)
domiciliar un recibo | подключить автоматическую оплату счёта | Domicilió el recibo del gas para no olvidarse de pagarlo. (Она подключила автооплату счёта за газ, чтобы не забыть заплатить.)
hacer una transferencia bancaria | сделать банковский перевод | Hizo una transferencia bancaria para pagar el alquiler. (Он сделал банковский перевод, чтобы оплатить аренду.)
retirar dinero | снять деньги | Retiró dinero del cajero antes de ir al mercado. (Она сняла деньги в банкомате перед поездкой на рынок.)
cobrar un cheque | обналичить чек | Cobró el cheque en la sucursal bancaria más cercana. (Он обналичил чек в ближайшем отделении банка.)
pedir una hipoteca | взять ипотеку | Tardaron meses en que les aprobaran la hipoteca. (Им понадобились месяцы, чтобы им одобрили ипотеку.)
clínica | клиника | La clínica privada tiene lista de espera de solo una semana. (Частная клиника имеет лист ожидания всего на одну неделю.)
urgencias | скорая помощь / приёмный покой | Fue a urgencias porque tenía un dolor muy fuerte en el pecho. (Он обратился в скорую помощь из-за сильной боли в груди.)
seguro médico | медицинская страховка | Contrató un seguro médico privado para tener más opciones. (Она оформила частную медицинскую страховку, чтобы иметь больше возможностей.)
ir a urgencias | обратиться в скорую / поехать в приёмный покой | Fue a urgencias con una fractura en el tobillo. (Он обратился в скорую с переломом лодыжки.)
compañía de seguros | страховая компания | La compañía de seguros cubrió todos los gastos del accidente. (Страховая компания покрыла все расходы на лечение после аварии.)
cubrir un accidente | покрыть расходы при несчастном случае | El seguro cubre cualquier accidente laboral. (Страховка покрывает любой производственный несчастный случай.)
vigilante | охранник | El vigilante del banco comprobó las bolsas a la entrada. (Охранник банка проверил сумки на входе.)
ladrón | вор | El ladrón entró por la ventana mientras dormían. (Вор вошёл через окно, пока они спали.)
asesino | убийца | La policía detuvo al asesino a las pocas horas del crimen. (Полиция задержала убийцу через несколько часов после преступления.)
robo | кража / ограбление | Denunció el robo en la comisaría más cercana. (Она сообщила о краже в ближайший полицейский участок.)
robar | красть / грабить | Le robaron la cartera en el metro. (У него украли бумажник в метро.)
policía municipal | муниципальная полиция | La policía municipal puso una multa por aparcar mal. (Муниципальная полиция выписала штраф за неправильную парковку.)
inspector de policía | инспектор полиции | El inspector de policía interrogó a los testigos. (Инспектор полиции допросил свидетелей.)
comisario | комиссар полиции | El comisario apareció en rueda de prensa para informar del caso. (Комиссар полиции появился на пресс-конференции, чтобы сообщить о деле.)
sospechoso | подозреваемый | La policía detuvo a un sospechoso cerca del lugar del crimen. (Полиция задержала подозреваемого неподалёку от места преступления.)
secuestrador | похититель | El secuestrador pidió un rescate millonario. (Похититель потребовал выкуп в миллион.)
delito | преступление | Cometió un delito y fue procesado por la justicia. (Он совершил преступление и был привлечён к суду.)
atraco | вооружённое ограбление | Hubo un atraco a mano armada en el banco del centro. (В центральном банке произошло вооружённое ограбление.)
asesinato | убийство | El asesinato conmocionó a todo el vecindario. (Убийство потрясло весь район.)
secuestro | похищение | El secuestro duró tres días antes de que liberaran a la víctima. (Похищение длилось три дня до освобождения жертвы.)
pista | след / улика | La policía encontró una pista importante en la escena del crimen. (Полиция нашла важную улику на месте преступления.)
coartada | алиби | El sospechoso tenía una coartada sólida para esa noche. (У подозреваемого было твёрдое алиби на ту ночь.)
huella | отпечаток / след | Encontraron huellas dactilares en la ventana. (На окне нашли отпечатки пальцев.)
prueba | доказательство | Las pruebas señalaban claramente al culpable. (Доказательства явно указывали на виновного.)
retrato robot | фоторобот | La víctima ayudó a hacer el retrato robot del agresor. (Жертва помогла составить фоторобот нападавшего.)
poner una denuncia | подать заявление в полицию | Puso una denuncia por el robo de su bicicleta. (Он подал заявление в полицию о краже велосипеда.)
detener a un sospechoso | задержать подозреваемого | Detuvieron al sospechoso cuando intentaba cruzar la frontera. (Подозреваемого задержали при попытке пересечь границу.)
interrogar a un delincuente | допросить преступника | Lo interrogaron durante horas antes de que confesara. (Его допрашивали несколько часов, прежде чем он признался.)
confesar | признаться | Confesó el crimen después de ver las pruebas en su contra. (Он признался в преступлении, увидев улики против него.)
psicólogo | психолог | Acudió al psicólogo tras perder el trabajo. (Она обратилась к психологу после потери работы.)
voluntario de ONG | волонтёр НКО | Es voluntario de una ONG que ayuda a personas sin hogar. (Он волонтёр НКО, помогающей бездомным.)
servicios sociales | социальные службы | Los servicios sociales le asignaron una trabajadora social. (Социальные службы назначили ей социального работника.)
ayuda económica | материальная помощь | Recibió una ayuda económica del ayuntamiento. (Она получила материальную помощь от мэрии.)
trabajador social | социальный работник | La trabajadora social visita a la familia una vez a la semana. (Социальный работник навещает семью раз в неделю.)
adaptación | адаптация | La adaptación al nuevo país fue difícil pero lo logró. (Адаптация к новой стране была трудной, но ему удалось.)
integración | интеграция | La integración de los inmigrantes requiere políticas activas. (Интеграция иммигрантов требует активной политики.)
marginación | маргинализация / социальное отчуждение | La marginación social aumenta con el desempleo prolongado. (Социальное отчуждение усиливается при длительной безработице.)
personas sin hogar | бездомные | El albergue atiende a personas sin hogar durante el invierno. (Приют принимает бездомных в зимнее время.)
personas discapacitadas | люди с ограниченными возможностями | El edificio tiene rampas para personas discapacitadas. (В здании есть пандусы для людей с ограниченными возможностями.)
cobrar el subsidio de desempleo | получать пособие по безработице | Cobró el subsidio de desempleo durante seis meses. (Он получал пособие по безработице шесть месяцев.)
cotizar a la Seguridad Social | делать отчисления в соцстрах | Lleva veinte años cotizando a la Seguridad Social. (Она двадцать лет делает отчисления в систему социального страхования.)
apoyar | поддерживать | La asociación apoya a familias en situación de vulnerabilidad. (Ассоциация поддерживает семьи в уязвимом положении.)
cooperar | сотрудничать / кооперироваться | Varias ONG cooperan para distribuir alimentos. (Несколько НКО сотрудничают для раздачи продовольствия.)
semáforo | светофор | El semáforo estaba en rojo y paró el coche. (Светофор был красным, и он остановил машину.)
farola | уличный фонарь | La farola de la esquina lleva semanas fundida. (Уличный фонарь на углу не работает уже несколько недель.)
contenedor de basuras | мусорный контейнер | Sacó las bolsas al contenedor de basuras. (Она вынесла пакеты к мусорному контейнеру.)
contenedor de vidrio | контейнер для стекла | Tiró las botellas vacías en el contenedor de vidrio. (Он выбросил пустые бутылки в контейнер для стекла.)
contenedor de papel | контейнер для бумаги | Metió los periódicos viejos en el contenedor de papel. (Она положила старые газеты в контейнер для бумаги.)
compañía eléctrica | электрическая компания | Llamó a la compañía eléctrica para reportar un corte de luz. (Он позвонил в электрическую компанию, чтобы сообщить об отключении света.)
compañía de gas | газовая компания | La compañía de gas revisó las instalaciones del edificio. (Газовая компañía проверила оборудование здания.)
servicio de recogida de basura | служба вывоза мусора | El servicio de recogida de basura pasa tres veces a la semana. (Служба вывоза мусора приезжает три раза в неделю.)
barrer las calles | подметать улицы | Los operarios barren las calles del centro cada madrugada. (Рабочие подметают улицы в центре каждую ночь.)
regar los jardines | поливать сады | El ayuntamiento riega los jardines públicos por la noche. (Мэрия поливает общественные сады по ночам.)
pagar la factura del agua | оплатить счёт за воду | Paga la factura del agua cada dos meses. (Он оплачивает счёт за воду каждые два месяца.)
deber la factura de la luz | задолжать за электричество | Debía tres facturas de la luz y le cortaron el suministro. (Она задолжала за три счёта за электричество, и ей отключили подачу.)
escaleras mecánicas | эскалатор | Las escaleras mecánicas del centro comercial están averiadas. (Эскалатор торгового центра не работает.)
aparcamiento | парковка | El aparcamiento del centro es gratuito las dos primeras horas. (Парковка торгового центра бесплатна первые два часа.)
oferta | скидка / акция | Compró el abrigo porque estaba de oferta. (Она купила пальто, потому что оно было по акции.)
descuento | скидка | Le hicieron un descuento del veinte por ciento por ser cliente habitual. (Ему сделали скидку двадцать процентов как постоянному клиенту.)
garantía | гарантия | El televisor tiene dos años de garantía. (На телевизор двухлетняя гарантия.)
hacer una devolución | сделать возврат | Hizo una devolución porque la talla era incorrecta. (Она сделала возврат, потому что размер был неверный.)
hacer un cambio | сделать обмен | Cambió los pantalones por una talla más grande. (Она обменяла брюки на размер побольше.)
rebajas | распродажа | En enero hay rebajas en casi todas las tiendas. (В январе почти везде распродажи.)
subir el precio | поднять цену | Han subido los precios de los alimentos básicos. (Цены на основные продукты питания выросли.)
bajar el precio | снизить цену | Bajaron el precio del modelo antiguo para dar salida al stock. (Они снизили цену старой модели, чтобы распродать запасы.)
estar de oferta | быть по акции | Estos auriculares están de oferta esta semana. (Эти наушники на этой неделе по акции.)
comprar por Internet | покупать в интернете | Compra casi todo por Internet para ahorrar tiempo. (Она покупает почти всё в интернете, чтобы экономить время.)
establecimiento | заведение / торговая точка | El establecimiento cierra los domingos por la tarde. (Заведение закрыто по воскресеньям после обеда.)
etiqueta | этикетка / ценник | Comprobó el precio en la etiqueta antes de llevarlo. (Она проверила цену на ценнике перед покупкой.)
horario comercial | часы работы магазина | El horario comercial es de diez a veintidós horas. (Часы работы магазина — с десяти до двадцати двух.)
dar la vez | уступить очередь | Le dio la vez porque tenía solo un artículo. (Он уступил ей очередь, так как у неё был только один товар.)
pedir el libro de reclamaciones | попросить книгу жалоб | Pidió el libro de reclamaciones porque el servicio fue muy malo. (Она попросила книгу жалоб, так как обслуживание было очень плохим.)
echar un vistazo | бросить взгляд / посмотреть мельком | Entró a echar un vistazo y salió con tres bolsas. (Он зашёл бросить взгляд и вышел с тремя пакетами.)
ver escaparates | смотреть витрины | Le encanta ver escaparates aunque no tenga intención de comprar. (Ей очень нравится смотреть витрины, даже если она не собирается покупать.)
ropa interior | нижнее бельё | Compró ropa interior de algodón por comodidad. (Она купила хлопковое нижнее бельё ради удобства.)
ropa de deporte | спортивная одежда | Fue al gimnasio con ropa de deporte nueva. (Он пошёл в спортзал в новой спортивной одежде.)
zapatos de tacón | туфли на каблуке | No puede usar zapatos de tacón porque le duelen los pies. (Она не может носить туфли на каблуке, потому что у неё болят ноги.)
zapatillas de deporte | кроссовки | Compró unas zapatillas de deporte para salir a correr. (Он купил кроссовки для бега.)
vestido de noche | вечернее платье | Llevó un vestido de noche largo a la gala. (Она надела длинное вечернее платье на гала-вечер.)
vestido de novia | свадебное платье | El vestido de novia tardó seis meses en confeccionarse. (Свадебное платье шили шесть месяцев.)
minifalda | мини-юбка | Llevó minifalda en la fiesta del sábado. (Она надела мини-юбку на субботнюю вечеринку.)
lana | шерсть | El jersey de lana le dio mucho calor en invierno. (Шерстяной свитер очень согревал её зимой.)
algodón | хлопок | Prefiere la ropa de algodón porque respira mejor. (Она предпочитает хлопковую одежду — она лучше дышит.)
lino | лён | En verano usa ropa de lino para no pasar calor. (Летом он носит льняную одежду, чтобы не перегреваться.)
liso | однотонный | Eligió una camisa lisa en color azul marino. (Она выбрала однотонную рубашку тёмно-синего цвета.)
de rayas | в полоску | El traje de rayas le quedaba muy elegante. (Костюм в полоску очень шёл ему.)
de cuadros | в клетку | Lleva una camisa de cuadros con vaqueros. (Он носит рубашку в клетку с джинсами.)
quedar bien | хорошо сидеть / идти | Ese vestido te queda muy bien, resalta la figura. (Это платье тебе очень идёт, подчёркивает фигуру.)
quedar estrecho | быть тесным | Le quedaban estrechos los pantalones después de las vacaciones. (После отпуска брюки стали ему тесны.)
quedar largo | быть длинным | La falda le quedaba demasiado larga y tuvo que arreglarla. (Юбка была слишком длинной, и ей пришлось её подшить.)
coser | шить | Cosió el botón que se había caído de la chaqueta. (Она пришила пуговицу, которая оторвалась от пиджака.)
complementos | аксессуары | Los complementos adecuados pueden transformar un look sencillo. (Правильные аксессуары могут преобразить простой образ.)
conjunto | комплект / ансамбль | Llevaba un conjunto de chaqueta y pantalón a juego. (На ней был комплект из пиджака и брюк в тон.)
albornoz | халат (банный) | Se envolvió en el albornoz al salir de la ducha. (Она завернулась в банный халат, выйдя из душа.)
bata | домашний халат | Se pone la bata por las mañanas antes de desayunar. (Он надевает домашний халат по утрам перед завтраком.)
camisón | ночная рубашка | Usa camisón de franela en invierno para abrigarse. (Она носит фланелевую ночную рубашку зимой, чтобы не мёрзнуть.)
cremallera | молния | Se le atascó la cremallera de la mochila. (У неё застряла молния на рюкзаке.)
percha | вешалка | Colgó la chaqueta en una percha para que no se arrugara. (Он повесил пиджак на вешалку, чтобы не помялся.)
estampado | с принтом / узором | Eligió una blusa con estampado floral para la primavera. (Она выбрала блузку с цветочным принтом для весны.)
arrugado | мятый / помятый | La camisa estaba arrugada y tuvo que plancharla. (Рубашка была мятой, и ему пришлось её погладить.)
encoger | сесть / дать усадку | El jersey encogió al lavarlo a alta temperatura. (Свитер сел после стирки при высокой температуре.)
darse de sí | растянуться | Los calcetines se dieron de sí con el uso. (Носки растянулись от носки.)
limpiar en seco | чистить в химчистке | El abrigo de lana hay que limpiarlo en seco. (Шерстяное пальто нужно чистить в химчистке.)
quedar ajustado | плотно сидеть / облегать | El vestido le quedaba demasiado ajustado para la ocasión. (Платье сидело слишком облегающе для этого случая.)
apretar los zapatos | жать (об обуви) | Le apretaban los zapatos y terminó el día con ampollas. (Туфли жали, и к концу дня у неё были мозоли.)
estar pasado de moda | быть вышедшим из моды | Ese estilo de pantalón ya está pasado de moda. (Этот фасон брюк уже вышел из моды.)
carro de la compra | тележка для покупок | Llenó el carro de la compra hasta los topes. (Она набила тележку для покупок до краёв.)
cesta de la compra | корзина для покупок | Cogió una cesta pequeña porque solo necesitaba cuatro cosas. (Он взял маленькую корзину, так как ему нужно было всего четыре вещи.)
sección de congelados | отдел замороженных продуктов | Encontró las pizzas en la sección de congelados. (Она нашла пиццы в отделе замороженных продуктов.)
sección de lácteos | молочный отдел | Compró yogures y queso en la sección de lácteos. (Он купил йогурты и сыр в молочном отделе.)
loncha de jamón | ломтик ветчины | Pidió doscientos gramos de lonchas de jamón serrano. (Она попросила двести граммов нарезанного хамона серрано.)
trozo de tarta | кусок торта | Se comió un trozo de tarta de chocolate después de cenar. (Он съел кусок шоколадного торта после ужина.)
estar caducado | быть просроченным | El yogur estaba caducado y lo devolvió. (Йогурт был просроченным, и она вернула его.)
estar de promoción | быть по специальной цене / на промо | Los cereales estaban de promoción, dos por uno. (Хлопья были по специальной цене — два по цене одного.)
alimento básico | базовый продукт питания | El aceite de oliva es un alimento básico en la dieta mediterránea. (Оливковое масло — базовый продукт средиземноморской диеты.)
alimento nutritivo | питательный продукт | Los huevos son un alimento nutritivo y económico. (Яйца — питательный и недорогой продукт.)
hacer el pedido | сделать заказ | Hizo el pedido online y llegó al día siguiente. (Она сделала заказ онлайн, и он пришёл на следующий день.)
estar en buenas condiciones | быть в хорошем состоянии | Comprueba siempre que el producto esté en buenas condiciones. (Он всегда проверяет, что продукт находится в хорошем состоянии.)
cambio | сдача | Le dio un billete de veinte y se quedó sin cambio el cajero. (Он дал купюру в двадцать евро, и у кассира не оказалось сдачи.)
vuelta | сдача | Le dio mal la vuelta y tuvo que reclamar. (Ей дали неверную сдачу, и она вынуждена была пожаловаться.)
pagar intereses | платить проценты | Paga intereses muy altos por el préstamo personal. (Он платит очень высокие проценты по потребительскому кредиту.)
pasar por caja | пройти на кассу | Pasó por caja con tres artículos y pagó en efectivo. (Она прошла на кассу с тремя товарами и заплатила наличными.)
factura | счёт / квитанция | Pidió factura para deducirla como gasto de empresa. (Он попросил счёт-фактуру, чтобы списать как деловые расходы.)
presupuesto | смета / расчёт стоимости | El fontanero hizo un presupuesto antes de empezar la obra. (Сантехник составил смету перед началом работы.)
pagar a plazos | платить в рассрочку | Pagó el sofá a plazos durante doce meses. (Он платил за диван в рассрочку двенадцать месяцев.)
pagar al contado | платить наличными / единовременно | Pagó al contado y le hicieron un descuento. (Она заплатила сразу и получила скидку.)
dejar una señal | оставить задаток | Dejó una señal de doscientos euros para reservar el artículo. (Он оставил задаток в двести евро, чтобы забронировать товар.)
salir gratis | быть бесплатным | La entrega a domicilio sale gratis si el pedido supera cincuenta euros. (Доставка на дом бесплатна, если заказ превышает пятьдесят евро.)
dos por uno | два по цене одного | Aprovechó la oferta de dos por uno en champú. (Она воспользовалась акцией два по цене одного на шампунь.)
tarjeta de fidelidad | карта постоянного покупателя | Acumula puntos con la tarjeta de fidelidad para obtener descuentos. (Она накапливает баллы по карте постоянного покупателя для получения скидок.)
seguro médico privado | частная медицинская страховка | Contrató un seguro médico privado para evitar las listas de espera. (Она оформила частную медицинскую страховку, чтобы избежать очередей.)
tener diarrea | страдать от диареи | Tuvo diarrea después de comer en ese restaurante. (У него началась диарея после еды в том ресторане.)
ponerse enfermo | заболеть | Se puso enferma justo antes de las vacaciones. (Она заболела прямо перед отпуском.)
ponerse bien | поправиться / выздороветь | Se puso bien después de una semana de reposo. (Он поправился после недели отдыха.)
tener buena salud | быть здоровым | Tiene muy buena salud a pesar de sus ochenta años. (У неё отличное здоровье несмотря на её восемьдесят лет.)
cuidar a un enfermo | ухаживать за больным | Dejó el trabajo para cuidar a su madre enferma. (Она бросила работу, чтобы ухаживать за больной матерью.)
hacer un régimen | соблюдать диету | Está haciendo un régimen para bajar el colesterol. (Он соблюдает диету, чтобы снизить холестерин.)
estar de baja | быть на больничном | Lleva dos semanas de baja por una operación. (Она уже две недели на больничном после операции.)
diagnóstico | диагноз | El diagnóstico tardó varias semanas en llegar. (Диагноз пришлось ждать несколько недель.)
tratamiento | лечение | El tratamiento dura tres meses y ya está mejorando. (Лечение длится три месяца, и он уже идёт на поправку.)
faringitis | фарингит | Le diagnosticaron faringitis y le recetaron antibióticos. (Ей поставили диагноз «фарингит» и выписали антибиотики.)
bronquitis | бронхит | Tuvo bronquitis y estuvo en cama una semana. (У него был бронхит, и он пролежал в постели неделю.)
